time,region,size,api_price,cli_price,pay_as_you_go_price,1_year_reserved_price,3_year_reserved_price,%_saving_pay_as_you_go,%_saving_1y_reserved,%_saving_3y_reserved
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E4s_v3,0.077321,0.077321,0.409,0.21449771689497718,0.13713850837138508,81.09511002444987,63.95253006918574,43.61831631520533
2021-06-30 01:40:22.848509-04:00,southindia,Standard_D8s_v3,0.119669,0.119669,0.541,0.34337899543378997,0.21655251141552512,77.8800369685767,65.14958643617021,44.739038481813395
2021-06-30 01:40:22.848509-04:00,southindia,Standard_D4s_v3,0.059945,0.059945,0.271,0.17157534246575343,0.1082572298325723,77.88007380073802,65.06199600798404,44.627254833040425
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E4_v4,0.036697,0.036697,0.333,0.19668949771689498,0.12667427701674278,88.97987987987989,81.34267440510736,71.03042475217782
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E8_v4,0.073503,0.073503,0.667,0.39337899543378996,0.25338660578386607,88.98005997001499,81.31496575739989,70.99175792160986
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E2_v4,0.018403,0.018403,0.167,0.09840182648401827,0.06335616438356165,88.98023952095808,81.2981113689095,70.9531027027027
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E16_v4,0.147007,0.147007,1.334,0.7867579908675799,0.5067732115677321,88.97998500749627,81.31483865351132,70.99156059468389
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E4s_v4,0.036697,0.036697,0.333,0.19668949771689498,0.12667427701674278,88.97987987987989,81.34267440510736,71.03042475217782
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_D2s_v3,0.030154,0.030154,0.116,0.07351598173515982,0.049809741248097415,74.0051724137931,58.98306832298137,39.461640947288004
2021-06-30 01:40:22.848509-04:00,southindia,Standard_E2s_v4,0.018403,0.018403,0.167,0.09840182648401827,0.06335616438356165,88.98023952095808,81.2981113689095,70.9531027027027
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E4s_v3,0.069971,0.069971,0.372,0.18344748858447488,0.11731354642313546,81.19059139784946,61.85774984443061,40.35556665585468
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E8s_v3,0.139942,0.139942,0.624,0.36689497716894975,0.23462709284627092,77.57339743589743,61.85774984443061,40.35556665585468
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_D8s_v3,0.120616,0.120616,0.464,0.2939497716894977,0.19927701674277018,74.0051724137931,58.96713941747572,39.473200687416465
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E2_v4,0.017662,0.017662,0.152,0.08995433789954338,0.05795281582952816,88.38026315789473,80.36559390862944,69.52348260013133
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E16_v4,0.141764,0.141764,1.22,0.719634703196347,0.4634703196347032,88.38000000000001,80.30056091370558,69.41249655172413
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_D4s_v3,0.060308,0.060308,0.232,0.14703196347031963,0.09965753424657534,74.0051724137931,58.98306832298137,39.484756013745695
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E4_v4,0.035441,0.035441,0.305,0.17990867579908676,0.1158675799086758,88.38000000000001,80.30056091370558,69.41249655172413
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E2s_v4,0.017662,0.017662,0.152,0.08995433789954338,0.05795281582952816,88.38026315789473,80.36559390862944,69.52348260013133
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E8_v4,0.070882,0.070882,0.61,0.3598173515981735,0.2317351598173516,88.38000000000001,80.30056091370558,69.41249655172413
2021-06-30 01:40:22.848509-04:00,ukwest,Standard_E4s_v4,0.035441,0.035441,0.305,0.17990867579908676,0.1158675799086758,88.38000000000001,80.30056091370558,69.41249655172413
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_D2s_v3,0.02772,0.02772,0.132,0.07614155251141552,0.04950532724505327,79.0,63.59412293853073,44.00602613374327
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E8s_v3,0.133318,0.133318,0.933,0.3928082191780822,0.2637366818873668,85.71082529474812,66.06028247602441,49.45033847929592
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E4s_v3,0.066659,0.066659,0.467,0.1963470319634703,0.13184931506849315,85.72612419700215,66.05041627906976,49.443044155844156
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_D4s_v3,0.05544,0.05544,0.264,0.1521689497716895,0.09901065449010654,79.0,63.56681170292573,44.00602613374327
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E8_v4,0.09044,0.09044,0.781,0.46095890410958906,0.29684170471841703,88.41997439180538,80.38002971768202,69.53258300217921
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_D8s_v3,0.11088,0.11088,0.528,0.30445205479452053,0.19798325722983257,79.0,63.58047244094488,43.995264270613106
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E4_v4,0.045278,0.045278,0.391,0.23047945205479453,0.14843987823439878,88.41994884910487,80.3548647845468,69.4974150217893
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E2_v4,0.022581,0.022581,0.195,0.11518264840182649,0.07420091324200913,88.42000000000002,80.3954846382557,69.56775999999999
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E16_v4,0.18088,0.18088,1.562,0.9218036529680366,0.5937214611872146,88.41997439180538,80.37759999999999,69.53453566621802
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E2s_v4,0.022581,0.022581,0.195,0.11518264840182649,0.07420091324200913,88.42000000000002,80.3954846382557,69.56775999999999
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_D2s_v3,0.0125,0.0125,0.125,0.07842465753424657,0.05262557077625571,90.0,84.06113537117903,76.24728850325381
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E4s_v3,0.0319,0.0319,0.378,0.18767123287671234,0.1200152207001522,91.56084656084657,83.00218978102191,73.42003804692455
2021-06-30 01:40:22.848509-04:00,eastasia,Standard_E4s_v4,0.045278,0.045278,0.391,0.23047945205479453,0.14843987823439878,88.41994884910487,80.3548647845468,69.4974150217893
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E8s_v3,0.0638,0.0638,0.756,0.37534246575342467,0.2400304414003044,91.56084656084657,83.00218978102191,73.42003804692455
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E2_v4,0.0183,0.0183,0.183,0.10776255707762557,0.06944444444444445,89.99999999999999,83.01822033898306,73.648
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_D8s_v3,0.05,0.05,0.5,0.31358447488584473,0.21057838660578387,90.0,84.05533309064435,76.25587278641129
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_D4s_v3,0.025,0.025,0.25,0.15684931506849314,0.10528919330289194,90.0,84.06113537117903,76.25587278641129
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E4_v4,0.0365,0.0365,0.365,0.2156392694063927,0.13885083713850838,90.0,83.073583906829,73.71279802685667
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E16_v4,0.1462,0.1462,1.462,0.8623287671232877,0.5554033485540335,89.99999999999999,83.04590945194599,73.67678816114004
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E2s_v4,0.0183,0.0183,0.183,0.10776255707762557,0.06944444444444445,89.99999999999999,83.01822033898306,73.648
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E8_v4,0.0731,0.0731,0.731,0.4311643835616438,0.27770167427701675,89.99999999999999,83.04590945194599,73.67678816114004
2021-06-30 01:40:22.848509-04:00,australiacentral,Standard_E4s_v4,0.0365,0.0365,0.365,0.2156392694063927,0.13885083713850838,90.0,83.073583906829,73.71279802685667
2021-06-30 02:57:24.994786-04:00,eastus,Standard_NC8as_T4_v3,0.175371,0.175371,0.752,0.4437214611872146,0.2857686453576865,76.67938829787235,60.47723282737329,38.63182583222371
2021-06-30 02:57:24.994786-04:00,eastus,Standard_D2s_v3,0.036749,0.036749,0.096,0.05719178082191781,0.036834094368340946,61.719791666666666,35.7442634730539,0.23102066115703881
2021-06-30 02:57:24.994786-04:00,eastus,Standard_H8m,0.337264,0.337264,2.35,0.720662100456621,0.4730593607305936,85.64834042553193,53.200813559322036,28.70577606177606
2021-06-30 02:57:24.994786-04:00,eastus,Standard_E8s_v3,0.179172,0.179172,0.656,0.3127853881278539,0.20003805175038053,72.68719512195122,42.717272992700735,10.431041278295613
2021-06-30 02:57:24.994786-04:00,eastus,Standard_E4s_v3,0.089586,0.089586,0.328,0.15639269406392695,0.1,72.68719512195122,42.717272992700735,10.414000000000007
2021-06-30 02:57:24.994786-04:00,eastus,Standard_H8,0.251764,0.251764,0.543,0.5377853881278539,0.35300608828006086,53.63462246777164,53.18504266610062,28.679983615392906
2021-06-30 02:57:24.994786-04:00,eastus,Standard_H16,0.50325,0.50325,3.508,1.0756849315068493,0.7060502283105022,85.6542189281642,53.21585482330469,28.7232012934519
2021-06-30 02:57:24.994786-04:00,eastus,Standard_L16s_v2,0.26208,0.26208,1.984,0.7949771689497717,0.5278919330289193,86.79032258064515,67.03301550832855,50.35347509550927
2021-06-30 02:57:24.994786-04:00,eastus,Standard_D4s_v3,0.073498,0.073498,0.192,0.11449771689497718,0.07370624048706241,61.719791666666666,35.80832701894318,0.28252762003099163
